"","APMC","Commodity","Type"
"659","ratanagari","cucumber","Multiplicative"
"660","karad","cucumber","Multiplicative"
"661","satara","cucumber","Multiplicative"
"662","vai","cucumber","Multiplicative"
"663","patan","cucumber","Multiplicative"
"664","barshi","cucumber","Multiplicative"
"665","mangalwedha","cucumber","Multiplicative"
"666","pandharpur","cucumber","Multiplicative"
"667","solapur","cucumber","Multiplicative"
"668","shahapur","cucumber","Multiplicative"
"669","mumbai","cummin","Multiplicative"
"670","mumbai","curry leaves","Multiplicative"
"671","pune","curry leaves","Multiplicative"
"672","pune-manjri","curry leaves","Multiplicative"
"673","shrirampur","custard apple","Multiplicative"
"674","aurangabad","custard apple","Multiplicative"
"675","jalgaon","custard apple","Multiplicative"
"676","mumbai","custard apple","Multiplicative"
"677","kamthi","custard apple","Multiplicative"
"678","nashik","custard apple","Multiplicative"
"679","pune-manjri","custard apple","Multiplicative"
"680","karad","custard apple","Multiplicative"
"681","solapur","custard apple","Multiplicative"
"682","barshi","custard apple","Multiplicative"
"683","kalyan","custard apple","Multiplicative"
"684","kamthi","dhemse","Multiplicative"
"685","nagpur","dhemse","Multiplicative"
"686","pune","dhemse","Multiplicative"
"687","pune","double bee","Multiplicative"
"688","mumbai","elephant root","Multiplicative"
"689","pune","elephant root","Multiplicative"
"690","kalyan","elephant root","Multiplicative"
"691","khed (shel pimpalgaon)","farshi","Multiplicative"
"692","manchar","farshi","Multiplicative"
"693","mumbai","fennel","Multiplicative"
"694","shrirampur","fenugreek","Multiplicative"
"695","jalgaon","fenugreek","Multiplicative"
"696","mumbai","fenugreek","Multiplicative"
"697","nagpur","fenugreek","Multiplicative"
"698","sinner","fenugreek","Multiplicative"
"699","aurangabad","fig","Multiplicative"
"700","shrirampur","flower","Multiplicative"
"701","rahata","flower","Multiplicative"
"702","sangamner","flower","Multiplicative"
"703","aurangabad","flower","Multiplicative"
"704","chandrapur-ganjwad","flower","Multiplicative"
"705","jalgaon","flower","Multiplicative"
"706","vadgaon peth","flower","Multiplicative"
"707","mumbai","flower","Multiplicative"
"708","kalmeshwar","flower","Multiplicative"
"709","kamthi","flower","Multiplicative"
"710","nagpur","flower","Multiplicative"
"711","ghoti","flower","Multiplicative"
"712","nashik","flower","Multiplicative"
"713","osmanabad","flower","Multiplicative"
"714","khed (shel pimpalgaon)","flower","Multiplicative"
"715","manchar","flower","Multiplicative"
"716","pune","flower","Multiplicative"
"717","pune-manjri","flower","Multiplicative"
"718","pune-pimpri","flower","Multiplicative"
"719","panvel","flower","Multiplicative"
"720","ratanagari","flower","Multiplicative"
"721","karad","flower","Multiplicative"
"722","patan","flower","Multiplicative"
"723","satara","flower","Multiplicative"
"724","vai","flower","Multiplicative"
"725","barshi","flower","Multiplicative"
"726","solapur","flower","Multiplicative"
"727","kalyan","flower","Multiplicative"
"728","barshi","fodder","Multiplicative"
"729","mumbai","french bean","Multiplicative"
"730","ratanagari","french bean","Multiplicative"
"731","rahata","garlic","Multiplicative"
"732","shrirampur","garlic","Multiplicative"
"733","amarawati","garlic","Multiplicative"
"734","aurangabad","garlic","Multiplicative"
"735","chandrapur-ganjwad","garlic","Multiplicative"
"736","jalgaon","garlic","Multiplicative"
"737","mumbai","garlic","Multiplicative"
"738","kamthi","garlic","Multiplicative"
"739","nagpur","garlic","Multiplicative"
"740","nashik","garlic","Multiplicative"
"741","osmanabad","garlic","Multiplicative"
"742","junnar-otur","garlic","Multiplicative"
"743","pune","garlic","Multiplicative"
"744","karad","garlic","Multiplicative"
"745","satara","garlic","Multiplicative"
"746","akluj","garlic","Multiplicative"
"747","solapur","garlic","Multiplicative"
"748","kalyan","garlic","Multiplicative"
"749","rahata","ghevda","Multiplicative"
"750","vadgaon peth","ghevda","Multiplicative"
"751","nashik","ghevda","Multiplicative"
"752","osmanabad","ghevda","Multiplicative"
"753","manchar","ghevda","Multiplicative"
"754","pune","ghevda","Multiplicative"
"755","pune-manjri","ghevda","Multiplicative"
"756","pune-pimpri","ghevda","Multiplicative"
"757","ratanagari","ghevda","Multiplicative"
"758","karad","ghevda","Multiplicative"
"759","patan","ghevda","Multiplicative"
"760","satara","ghevda","Multiplicative"
"761","pandharpur","ghevda","Multiplicative"
"762","solapur","ghevda","Multiplicative"
"763","kalyan","ghevda","Multiplicative"
"764","indapur-bhigwan","ghevda seed","Multiplicative"
"765","tasgaon","ghevda seed","Multiplicative"
"766","koregaon","ghevda seed","Multiplicative"
"767","vaduj","ghevda seed","Multiplicative"
"768","pune","ghosali(bhaji)","Multiplicative"
"769","pune-manjri","ghosali(bhaji)","Multiplicative"
"770","pune-pimpri","ghosali(bhaji)","Multiplicative"
"771","panvel","ghosali(bhaji)","Multiplicative"
"772","murbad","ghosali(bhaji)","Multiplicative"
"773","shahapur","ghosali(bhaji)","Multiplicative"
"774","mumbai","ginger (dry)","Multiplicative"
"775","rahata","ginger (fresh)","Multiplicative"
"776","shrirampur","ginger (fresh)","Multiplicative"
"777","amarawati","ginger (fresh)","Multiplicative"
"778","aurangabad","ginger (fresh)","Multiplicative"
"779","jalgaon","ginger (fresh)","Multiplicative"
"780","vadgaon peth","ginger (fresh)","Multiplicative"
"781","kamthi","ginger (fresh)","Multiplicative"
"782","nagpur","ginger (fresh)","Multiplicative"
"783","nashik","ginger (fresh)","Multiplicative"
"784","osmanabad","ginger (fresh)","Multiplicative"
"785","pune","ginger (fresh)","Multiplicative"
"786","ratanagari","ginger (fresh)","Multiplicative"
"787","karad","ginger (fresh)","Multiplicative"
"788","patan","ginger (fresh)","Multiplicative"
"789","satara","ginger (fresh)","Multiplicative"
"790","vai","ginger (fresh)","Multiplicative"
"791","pune-manjri","goosefoot","Multiplicative"
"792","kolhapur-laxmipuri","gr.nut kernels","Multiplicative"
"793","mumbai","gr.nut kernels","Multiplicative"
"794","pune","gr.nut kernels","Multiplicative"
"795","kopargaon","gram","Multiplicative"
"796","pathardi","gram","Multiplicative"
"797","rahata","gram","Multiplicative"
"798","rahuri-vambori","gram","Multiplicative"
"799","shevgaon-bodhegaon","gram","Multiplicative"
"800","shrirampur","gram","Multiplicative"
"801","ahmednagar","gram","Multiplicative"
"802","akole","gram","Multiplicative"
"803","newasa","gram","Multiplicative"
"804","rahuri","gram","Multiplicative"
"805","sangamner","gram","Multiplicative"
"806","shevgaon","gram","Multiplicative"
"807","akola","gram","Multiplicative"
"808","murtizapur","gram","Multiplicative"
"809","telhara","gram","Multiplicative"
"810","patur","gram","Multiplicative"
"811","achalpur","gram","Multiplicative"
"812","amarawati","gram","Multiplicative"
"813","anajngaon surji","gram","Multiplicative"
"814","chandur bajar","gram","Multiplicative"
"815","daryapur","gram","Multiplicative"
"816","dhamangaon-rly","gram","Multiplicative"
"817","morshi","gram","Multiplicative"
"818","varud-rajura bazar","gram","Multiplicative"
"819","aurangabad","gram","Multiplicative"
"820","gangapur","gram","Multiplicative"
"821","kannad","gram","Multiplicative"
"822","vaijapur","gram","Multiplicative"
"823","lasur station","gram","Multiplicative"
"824","paithan","gram","Multiplicative"
"825","sillod","gram","Multiplicative"
"826","ambejogai","gram","Multiplicative"
"827","gevrai","gram","Multiplicative"
"828","kada","gram","Multiplicative"
"829","majalgaon","gram","Multiplicative"
"830","parli-vaijnath","gram","Multiplicative"
"831","beed","gram","Multiplicative"
"832","kille dharur","gram","Multiplicative"
"833","bhandara","gram","Multiplicative"
"834","tumsar","gram","Multiplicative"
"835","buldhana","gram","Multiplicative"
"836","chikhali","gram","Multiplicative"
"837","jalgaon jamod","gram","Multiplicative"
"838","jalgaon jamod-aasalgaon","gram","Multiplicative"
"839","khamgaon","gram","Multiplicative"
"840","lonar","gram","Multiplicative"
"841","malkapur","gram","Multiplicative"
"842","mehkar","gram","Multiplicative"
"843","nandura","gram","Multiplicative"
"844","sangrampur","gram","Multiplicative"
"845","shegaon","gram","Multiplicative"
"846","chandrapur","gram","Multiplicative"
"847","gondpimpri","gram","Multiplicative"
"848","chimur","gram","Multiplicative"
"849","dhule","gram","Multiplicative"
"850","dondaicha","gram","Multiplicative"
"851","sakri","gram","Multiplicative"
"852","shirpur","gram","Multiplicative"
"853","aheri","gram","Multiplicative"
"854","akhadabalapur","gram","Multiplicative"
"855","kalamnuri","gram","Multiplicative"
"856","bhusaval","gram","Multiplicative"
"857","chalisgaon","gram","Multiplicative"
"858","chopda","gram","Multiplicative"
"859","jalgaon","gram","Multiplicative"
"860","raver","gram","Multiplicative"
"861","amalner","gram","Multiplicative"
"862","yawal","gram","Multiplicative"
"863","jalna","gram","Multiplicative"
"864","partur","gram","Multiplicative"
"865","jalna-badnapur","gram","Multiplicative"
"866","mantha","gram","Multiplicative"
"867","bhokardan-pimpalgaon renu","gram","Multiplicative"
"868","ausa","gram","Multiplicative"
"869","latur","gram","Multiplicative"
"870","udgir","gram","Multiplicative"
"871","ahmedpur","gram","Multiplicative"
"872","nilanga","gram","Multiplicative"
"873","jalkot","gram","Multiplicative"
"874","katol","gram","Multiplicative"
"875","mandhal","gram","Multiplicative"
"876","nagpur","gram","Multiplicative"
"877","ramtek","gram","Multiplicative"
"878","savner","gram","Multiplicative"
"879","umared","gram","Multiplicative"
"880","kalmeshwar","gram","Multiplicative"
"881","loha","gram","Multiplicative"
"882","nanded","gram","Multiplicative"
"883","naigaon","gram","Multiplicative"
"884","bhokar","gram","Multiplicative"
"885","hadgaon","gram","Multiplicative"
"886","nandurbar","gram","Multiplicative"
"887","shahada","gram","Multiplicative"
"888","devala","gram","Multiplicative"
"889","kalvan","gram","Multiplicative"
"890","lasalgaon","gram","Multiplicative"
"891","manmad","gram","Multiplicative"
"892","nandgaon","gram","Multiplicative"
"893","satana","gram","Multiplicative"
"894","sinner","gram","Multiplicative"
"895","yeola","gram","Multiplicative"
"896","malegaon","gram","Multiplicative"
"897","kalamb (os)","gram","Multiplicative"
"898","umarga","gram","Multiplicative"
"899","tuljapur","gram","Multiplicative"
"900","murum","gram","Multiplicative"
"901","jintur","gram","Multiplicative"
"902","jintur-bori","gram","Multiplicative"
"903","parbhani","gram","Multiplicative"
"904","sailu","gram","Multiplicative"
"905","sonpeth","gram","Multiplicative"
"906","purna","gram","Multiplicative"
"907","tadkalas","gram","Multiplicative"
"908","baramati","gram","Multiplicative"
"909","dound","gram","Multiplicative"
"910","indapur-bhigwan","gram","Multiplicative"
"911","shirur","gram","Multiplicative"
"912","indapur","gram","Multiplicative"
"913","tasgaon","gram","Multiplicative"
"914","vaduj","gram","Multiplicative"
"915","phaltan","gram","Multiplicative"
"916","koregaon","gram","Multiplicative"
"917","akkolkot","gram","Multiplicative"
"918","akluj","gram","Multiplicative"
"919","barshi","gram","Multiplicative"
"920","barshi-vairag","gram","Multiplicative"
"921","dudhani","gram","Multiplicative"
"922","kurdwadi","gram","Multiplicative"
"923","mangalwedha","gram","Multiplicative"
"924","mohol","gram","Multiplicative"
"925","solapur","gram","Multiplicative"
"926","hinganghat","gram","Multiplicative"
"927","pulgaon","gram","Multiplicative"
"928","sindi","gram","Multiplicative"
"929","wardha","gram","Multiplicative"
"930","karanja","gram","Multiplicative"
"931","mangrulpeer","gram","Multiplicative"
"932","manora","gram","Multiplicative"
"933","risod","gram","Multiplicative"
"934","washim","gram","Multiplicative"
"935","babhulgaon","gram","Multiplicative"
"936","ner parasopant","gram","Multiplicative"
"937","pusad","gram","Multiplicative"
"938","umarkhed-danki","gram","Multiplicative"
"939","yeotmal","gram","Multiplicative"
"940","digras","gram","Multiplicative"
"941","umarkhed","gram","Multiplicative"
"942","vani","gram","Multiplicative"
"943","aarni","gram","Multiplicative"
"944","pandharkawada","gram","Multiplicative"
"945","aurangabad","grapes","Multiplicative"
"946","mumbai","grapes","Multiplicative"
"947","nagpur","grapes","Multiplicative"
"948","shrirampur","green-peas","Multiplicative"
"949","aurangabad","green-peas","Multiplicative"
"950","vadgaon peth","green-peas","Multiplicative"
"951","mumbai","green-peas","Multiplicative"
"952","kamthi","green-peas","Multiplicative"
"953","nagpur","green-peas","Multiplicative"
"954","nashik","green-peas","Multiplicative"
"955","pune","green-peas","Multiplicative"
"956","pune-manjri","green-peas","Multiplicative"
"957","pune-pimpri","green-peas","Multiplicative"
"958","ratanagari","green-peas","Multiplicative"
"959","karad","green-peas","Multiplicative"
"960","satara","green-peas","Multiplicative"
"961","vai","green-peas","Multiplicative"
"962","akluj","green-peas","Multiplicative"
"963","pandharpur","green-peas","Multiplicative"
"964","kalyan","green-peas","Multiplicative"
"965","shrirampur","green chilli","Multiplicative"
"966","varud-rajura bazar","green chilli","Multiplicative"
"967","morshi","green chilli","Multiplicative"
"968","aurangabad","green chilli","Multiplicative"
"969","jalgaon","green chilli","Multiplicative"
"970","mumbai","green chilli","Multiplicative"
"971","bhiwapur","green chilli","Multiplicative"
"972","kalmeshwar","green chilli","Multiplicative"
"973","kamthi","green chilli","Multiplicative"
"974","nagpur","green chilli","Multiplicative"
"975","nashik","green chilli","Multiplicative"
"976","osmanabad","green chilli","Multiplicative"
"977","khed (shel pimpalgaon)","green chilli","Multiplicative"
"978","pune","green chilli","Multiplicative"
"979","pune-manjri","green chilli","Multiplicative"
"980","pune-pimpri","green chilli","Multiplicative"
"981","manchar","green chilli","Multiplicative"
"982","ratanagari","green chilli","Multiplicative"
"983","vita","green chilli","Multiplicative"
"984","karad","green chilli","Multiplicative"
"985","patan","green chilli","Multiplicative"
"986","satara","green chilli","Multiplicative"
"987","vai","green chilli","Multiplicative"
"988","mangalwedha","green chilli","Multiplicative"
