"","APMC","Commodity","Year","Month","arrivals_in_qtl","min_price","max_price","modal_price","date","district_name","state_name","outlier"
"4745","umared","other pulses",2014,"November",16,3756,4096,3926,"2014-11","Nagpur","Maharashtra",TRUE
"4949","pune-pimpri","pavtta",2014,"November",1,7000,7000,7000,"2014-11","Pune","Maharashtra",TRUE
"4960","satara","pavtta",2014,"November",71,5024,5810,5417,"2014-11","Satara","Maharashtra",TRUE
"5047","parli-vaijnath","pigeon pea (tur)",2014,"October",134,3808,4292,7439,"2014-10","Beed","Maharashtra",TRUE
"5103","sakri","pigeon pea (tur)",2014,"October",28,2062,2359,2312,"2014-10","Dhule","Maharashtra",TRUE
"5107","sakri","pigeon pea (tur)",2014,"September",1,1515,1515,1515,"2014-09","Dhule","Maharashtra",TRUE
"5121","raver","pigeon pea (tur)",2014,"December",1,2590,2590,2590,"2014-12","Jalgaon","Maharashtra",TRUE
"5245","shirur","pigeon pea (tur)",2014,"October",2,2850,2850,2850,"2014-10","Pune","Maharashtra",TRUE
"5275","mohol","pigeon pea (tur)",2014,"September",6,2750,4053,2900,"2014-09","Solapur","Maharashtra",TRUE
"5303","digras","pigeon pea (tur)",2014,"December",134,4492,2753,2697,"2014-12","Yewatmal","Maharashtra",TRUE
"5307","digras","pigeon pea (tur)",2014,"November",49,4625,635,625,"2014-11","Yewatmal","Maharashtra",TRUE
"5313","digras","pigeon pea (tur)",2014,"October",43,4558,2716,1622,"2014-10","Yewatmal","Maharashtra",TRUE
"5325","chandrapur","pineapple",2014,"September",640,20,50,35,"2014-09","Chandrapur","Maharashtra",TRUE
"5334","rahata","pomegranate",2014,"December",7132,1479,11067,6917,"2014-12","Ahmadnagar","Maharashtra",TRUE
"5335","sangamner","pomegranate",2014,"December",661,4813,10375,7438,"2014-12","Ahmadnagar","Maharashtra",TRUE
"5337","rahata","pomegranate",2014,"November",14847,1396,10942,6813,"2014-11","Ahmadnagar","Maharashtra",TRUE
"5338","sangamner","pomegranate",2014,"November",890,3722,10056,7000,"2014-11","Ahmadnagar","Maharashtra",TRUE
"5340","rahata","pomegranate",2014,"October",18036,1281,10563,6688,"2014-10","Ahmadnagar","Maharashtra",TRUE
"5356","jalna","pomegranate",2014,"December",8,100,600,400,"2014-12","Jalna","Maharashtra",TRUE
"5386","barshi","pomegranate",2014,"December",51,429,764,586,"2014-12","Solapur","Maharashtra",TRUE
"5390","barshi","pomegranate",2014,"November",47,390,730,550,"2014-11","Solapur","Maharashtra",TRUE
"5394","barshi","pomegranate",2014,"October",38,506,700,600,"2014-10","Solapur","Maharashtra",TRUE
"5398","barshi","pomegranate",2014,"September",145,390,783,613,"2014-09","Solapur","Maharashtra",TRUE
"5430","kamthi","potato",2014,"November",57,2292,4077,3185,"2014-11","Nagpur","Maharashtra",TRUE
"5434","ramtek","potato",2014,"October",15,27,24,26,"2014-10","Nagpur","Maharashtra",TRUE
"5437","ramtek","potato",2014,"September",2047,26,21,24,"2014-09","Nagpur","Maharashtra",TRUE
"5446","pune-pimpri","potato",2014,"December",87,3868,3879,3874,"2014-12","Pune","Maharashtra",TRUE
"5449","pune-pimpri","potato",2014,"November",74,4000,4000,4000,"2014-11","Pune","Maharashtra",TRUE
"5451","pune-pimpri","potato",2014,"October",68,3913,3913,3913,"2014-10","Pune","Maharashtra",TRUE
"5453","pune-pimpri","potato",2014,"September",68,4000,4000,4000,"2014-09","Pune","Maharashtra",TRUE
"5518","jalna","rajgira",2014,"September",4,6233,6233,6233,"2014-09","Jalna","Maharashtra",TRUE
"5541","mumbai","rice(paddy-hus)",2014,"December",650880,5542,9189,7248,"2014-12","Mumbai","Maharashtra",TRUE
"5542","mumbai","rice(paddy-hus)",2014,"November",466539,6006,9352,7371,"2014-11","Mumbai","Maharashtra",TRUE
"5543","mumbai","rice(paddy-hus)",2014,"October",458169,5520,9467,7473,"2014-10","Mumbai","Maharashtra",TRUE
"5544","mumbai","rice(paddy-hus)",2014,"September",392428,5800,9924,7907,"2014-09","Mumbai","Maharashtra",TRUE
"5571","pune","rice(paddy-hus)",2014,"October",25012,5640,6664,7123,"2014-10","Pune","Maharashtra",TRUE
"5634","barshi","ridge gourd",2014,"December",76,140,244,192,"2014-12","Solapur","Maharashtra",TRUE
"5637","barshi","ridge gourd",2014,"November",17,133,258,200,"2014-11","Solapur","Maharashtra",TRUE
"5640","barshi","ridge gourd",2014,"October",75,100,159,126,"2014-10","Solapur","Maharashtra",TRUE
"5643","barshi","ridge gourd",2014,"September",131,102,190,145,"2014-09","Solapur","Maharashtra",TRUE
"5671","sinner","safflower",2014,"November",1,3301,3301,3301,"2014-11","Nasik","Maharashtra",TRUE
"5692","washim","safflower",2014,"December",2,2900,3000,2950,"2014-12","Wasim","Maharashtra",TRUE
"5780","digras","sesamum",2014,"December",6,9419,2438,2388,"2014-12","Yewatmal","Maharashtra",TRUE
"5782","digras","sesamum",2014,"November",2,9250,0,0,"2014-11","Yewatmal","Maharashtra",TRUE
"5784","digras","sesamum",2014,"October",2,9200,0,0,"2014-10","Yewatmal","Maharashtra",TRUE
"5786","digras","sesamum",2014,"September",2,7850,0,0,"2014-09","Yewatmal","Maharashtra",TRUE
"5793","vadgaon peth","shepu",2014,"September",5,3000,4000,3500,"2014-09","Kolhapur","Maharashtra",TRUE
"5870","kalyan","small gourd",2014,"December",6,2750,3500,3125,"2014-12","Thane","Maharashtra",TRUE
"5881","panvel","snake gourd",2014,"December",150,2550,2800,2675,"2014-12","Raigad","Maharashtra",TRUE
"5884","panvel","snake gourd",2014,"September",210,2420,2620,2510,"2014-09","Raigad","Maharashtra",TRUE
"5887","karad","snake gourd",2014,"November",15,2060,2580,2310,"2014-11","Satara","Maharashtra",TRUE
"6193","devala","sorgum(jawar)",2014,"November",15,2698,2761,2736,"2014-11","Nasik","Maharashtra",TRUE
"6234","pathari","sorgum(jawar)",2014,"November",6,1500,2600,0,"2014-11","Parbhani","Maharashtra",TRUE
"6255","pune","sorgum(jawar)",2014,"December",10322,2478,2904,2691,"2014-12","Pune","Maharashtra",TRUE
"6261","pune","sorgum(jawar)",2014,"November",9107,2669,3067,2886,"2014-11","Pune","Maharashtra",TRUE
"6264","pune","sorgum(jawar)",2014,"October",6577,2472,2897,2684,"2014-10","Pune","Maharashtra",TRUE
"6267","pune","sorgum(jawar)",2014,"September",7336,2535,2872,2702,"2014-09","Pune","Maharashtra",TRUE
"6307","karmala","sorgum(jawar)",2014,"November",2985,1604,3284,2733,"2014-11","Solapur","Maharashtra",TRUE
"6346","digras","sorgum(jawar)",2014,"December",414,1387,317,310,"2014-12","Yewatmal","Maharashtra",TRUE
"6352","digras","sorgum(jawar)",2014,"October",5,1530,0,0,"2014-10","Yewatmal","Maharashtra",TRUE
"6354","digras","sorgum(jawar)",2014,"September",17,1542,0,0,"2014-09","Yewatmal","Maharashtra",TRUE
"6359","rahuri","soybean",2014,"December",2,2700,2775,2740,"2014-12","Ahmadnagar","Maharashtra",TRUE
"6385","sangamner","soybean",2014,"September",9,3500,3500,3500,"2014-09","Ahmadnagar","Maharashtra",TRUE
"6436","vaijapur","soybean",2014,"December",10,2370,2576,2576,"2014-12","Aurangabad","Maharashtra",TRUE
"6475","kada (ashti)","soybean",2014,"September",1,2701,2701,2701,"2014-09","Beed","Maharashtra",TRUE
"6481","bhandara","soybean",2014,"September",60,3500,3650,3540,"2014-09","Bhandara","Maharashtra",TRUE
"6511","sangrampur","soybean",2014,"October",214,2333,2917,2700,"2014-10","Buldhana","Maharashtra",TRUE
"6546","aheri","soybean",2014,"December",226,2083,2583,2442,"2014-12","Gadchiroli","Maharashtra",TRUE
"6547","aheri","soybean",2014,"November",276,1667,3000,2567,"2014-11","Gadchiroli","Maharashtra",TRUE
"6560","akhadabalapur","soybean",2014,"September",311,3627,3755,3677,"2014-09","Hingoli","Maharashtra",TRUE
"6562","kalamnuri","soybean",2014,"September",100,4000,4000,4000,"2014-09","Hingoli","Maharashtra",TRUE
"6568","yawal","soybean",2014,"November",406,2400,2513,2483,"2014-11","Jalgaon","Maharashtra",TRUE
"6614","latur","soybean",2014,"September",11256,3127,3658,3520,"2014-09","Latur","Maharashtra",TRUE
"6660","mahur","soybean",2014,"November",1640,2808,3011,2747,"2014-11","Nanded","Maharashtra",TRUE
"6669","bhokar","soybean",2014,"September",44,3455,3586,3519,"2014-09","Nanded","Maharashtra",TRUE
"6670","hadgaon","soybean",2014,"September",48,3675,3750,3600,"2014-09","Nanded","Maharashtra",TRUE
"6687","satana","soybean",2014,"November",3,7800,7825,7820,"2014-11","Nasik","Maharashtra",TRUE
"6690","kalvan","soybean",2014,"October",3,1800,1800,1800,"2014-10","Nasik","Maharashtra",TRUE
"6694","satana","soybean",2014,"October",3,2400,3200,2750,"2014-10","Nasik","Maharashtra",TRUE
"6733","gangakhed","soybean",2014,"October",6262,2865,3008,2652,"2014-10","Parbhani","Maharashtra",TRUE
"6737","pathari","soybean",2014,"October",8101,2606,3073,2608,"2014-10","Parbhani","Maharashtra",TRUE
"6747","tadkalas","soybean",2014,"September",4,1800,1800,1801,"2014-09","Parbhani","Maharashtra",TRUE
"6861","digras","soybean",2014,"September",63,3176,1797,1170,"2014-09","Yewatmal","Maharashtra",TRUE
"6867","kolhapur-laxmipuri","spilt gerrn gram",2014,"November",65,7400,7400,7400,"2014-11","Kolhapur","Maharashtra",TRUE
"6869","kolhapur-laxmipuri","spilt gerrn gram",2014,"September",197,8533,8993,8707,"2014-09","Kolhapur","Maharashtra",TRUE
"6931","kolhapur-laxmipuri","split gram",2014,"November",90,4100,4500,4300,"2014-11","Kolhapur","Maharashtra",TRUE
"6938","kolhapur-laxmipuri","split lentil",2014,"November",75,5300,5300,5300,"2014-11","Kolhapur","Maharashtra",TRUE
"6975","achalpur","sunflower",2014,"November",2,3750,3750,3750,"2014-11","Amaravathi","Maharashtra",TRUE
"6994","sakri","sunflower",2014,"September",1,1751,1751,1751,"2014-09","Dhule","Maharashtra",TRUE
"7010","bhokar","sunflower",2014,"September",4,3700,3700,3700,"2014-09","Nanded","Maharashtra",TRUE
"7011","nandurbar","sunflower",2014,"December",506,3076,4016,3650,"2014-12","Nandurbar","Maharashtra",TRUE
"7018","sinner","sunflower",2014,"October",1,3800,3800,3800,"2014-10","Nasik","Maharashtra",TRUE
"7020","malegaon","sunflower",2014,"September",6,4500,4500,4500,"2014-09","Nasik","Maharashtra",TRUE
"7021","satana","sunflower",2014,"September",3,5036,5036,5036,"2014-09","Nasik","Maharashtra",TRUE
"7044","rahata","sweet potato",2014,"September",2,3000,3000,3000,"2014-09","Ahmadnagar","Maharashtra",TRUE
"7062","ratanagari","sweet potato",2014,"September",34,2800,3000,2900,"2014-09","Ratnagiri","Maharashtra",TRUE
"7086","nandurbar","thymol/lovage",2014,"December",643,9213,12832,11139,"2014-12","Nandurbar","Maharashtra",TRUE
"7099","sangamner","tomato",2014,"September",49211,2038,4423,3233,"2014-09","Ahmadnagar","Maharashtra",TRUE
"7210","murbad","tomato",2014,"December",42,3393,3629,3164,"2014-12","Thane","Maharashtra",TRUE
"7227","mumbai","turmeric",2014,"December",2227,9950,14200,12075,"2014-12","Mumbai","Maharashtra",TRUE
"7228","mumbai","turmeric",2014,"November",861,8000,14644,11322,"2014-11","Mumbai","Maharashtra",TRUE
"7229","mumbai","turmeric",2014,"October",1649,10347,14800,12573,"2014-10","Mumbai","Maharashtra",TRUE
"7230","mumbai","turmeric",2014,"September",1879,10886,14790,12838,"2014-09","Mumbai","Maharashtra",TRUE
"7263","aurangabad","wal bhaji",2014,"October",22,1100,1500,1300,"2014-10","Aurangabad","Maharashtra",TRUE
"7266","chandrapur-ganjwad","wal bhaji",2014,"September",310,1050,1600,1300,"2014-09","Chandrapur","Maharashtra",TRUE
"7269","kamthi","wal bhaji",2014,"November",10,3572,5571,4600,"2014-11","Nagpur","Maharashtra",TRUE
"7271","kamthi","wal bhaji",2014,"October",9,2711,8667,3689,"2014-10","Nagpur","Maharashtra",TRUE
"7321","akluj","water melon",2014,"October",70,167,433,300,"2014-10","Solapur","Maharashtra",TRUE
"7323","barshi","water melon",2014,"September",300,100,150,120,"2014-09","Solapur","Maharashtra",TRUE
"7325","jamkhed","wheat(husked)",2014,"December",155,1879,2231,2055,"2014-12","Ahmadnagar","Maharashtra",TRUE
"7338","jamkhed","wheat(husked)",2014,"November",188,1918,2292,2105,"2014-11","Ahmadnagar","Maharashtra",TRUE
"7350","jamkhed","wheat(husked)",2014,"October",136,1907,2364,2136,"2014-10","Ahmadnagar","Maharashtra",TRUE
"7362","jamkhed","wheat(husked)",2014,"September",280,1936,2400,2168,"2014-09","Ahmadnagar","Maharashtra",TRUE
"7365","pathardi","wheat(husked)",2014,"September",477,1621,2122,1833,"2014-09","Ahmadnagar","Maharashtra",TRUE
"7463","kada (ashti)","wheat(husked)",2014,"September",3,1700,2100,1900,"2014-09","Beed","Maharashtra",TRUE
"7508","buldhana","wheat(husked)",2014,"September",12,1800,2000,1900,"2014-09","Buldhana","Maharashtra",TRUE
"7594","kolhapur-laxmipuri","wheat(husked)",2014,"November",775,1950,2750,2350,"2014-11","Kolhapur","Maharashtra",TRUE
"7595","kolhapur-laxmipuri","wheat(husked)",2014,"October",200,1700,2800,2200,"2014-10","Kolhapur","Maharashtra",TRUE
"7596","kolhapur-laxmipuri","wheat(husked)",2014,"September",2375,1625,2738,2138,"2014-09","Kolhapur","Maharashtra",TRUE
"7598","latur","wheat(husked)",2014,"December",2412,1537,2618,2114,"2014-12","Latur","Maharashtra",TRUE
"7601","latur","wheat(husked)",2014,"November",1937,1576,2783,2217,"2014-11","Latur","Maharashtra",TRUE
"7605","latur","wheat(husked)",2014,"October",2901,1513,2683,2050,"2014-10","Latur","Maharashtra",TRUE
"7609","latur","wheat(husked)",2014,"September",4450,1512,2796,2208,"2014-09","Latur","Maharashtra",TRUE
"7612","mumbai","wheat(husked)",2014,"November",15335,1800,2900,2333,"2014-11","Mumbai","Maharashtra",TRUE
"7613","mumbai","wheat(husked)",2014,"October",164631,1800,3200,2479,"2014-10","Mumbai","Maharashtra",TRUE
"7614","mumbai","wheat(husked)",2014,"September",130620,1800,3232,2516,"2014-09","Mumbai","Maharashtra",TRUE
"7617","nagpur","wheat(husked)",2014,"December",4088,1616,2041,1828,"2014-12","Nagpur","Maharashtra",TRUE
"7721","pathari","wheat(husked)",2014,"December",64,1428,1701,891,"2014-12","Parbhani","Maharashtra",TRUE
"7728","pathari","wheat(husked)",2014,"November",59,1448,1690,951,"2014-11","Parbhani","Maharashtra",TRUE
"7736","pathari","wheat(husked)",2014,"October",30,1472,1676,484,"2014-10","Parbhani","Maharashtra",TRUE
"7752","pune","wheat(husked)",2014,"December",20709,2250,2628,2439,"2014-12","Pune","Maharashtra",TRUE
"7757","pune","wheat(husked)",2014,"November",16194,2127,2556,2341,"2014-11","Pune","Maharashtra",TRUE
"7760","pune","wheat(husked)",2014,"October",12142,1803,2043,1925,"2014-10","Pune","Maharashtra",TRUE
"7763","pune","wheat(husked)",2014,"September",14940,1906,2164,2044,"2014-09","Pune","Maharashtra",TRUE
"7765","sangali","wheat(husked)",2014,"December",5842,1702,2825,2266,"2014-12","Sangli","Maharashtra",TRUE
"7766","tasgaon","wheat(husked)",2014,"December",40,1800,1900,1850,"2014-12","Sangli","Maharashtra",TRUE
"7767","sangali","wheat(husked)",2014,"November",7133,1660,2805,2238,"2014-11","Sangli","Maharashtra",TRUE
"7768","sangali","wheat(husked)",2014,"October",7517,1611,2822,2261,"2014-10","Sangli","Maharashtra",TRUE
"7769","sangali","wheat(husked)",2014,"September",8218,1625,2779,2202,"2014-09","Sangli","Maharashtra",TRUE
"7781","barshi-vairag","wheat(husked)",2014,"December",153,1948,2102,1995,"2014-12","Solapur","Maharashtra",TRUE
"7787","solapur","wheat(husked)",2014,"December",8180,1662,2613,2362,"2014-12","Solapur","Maharashtra",TRUE
"7790","barshi-vairag","wheat(husked)",2014,"November",42,1782,1859,1859,"2014-11","Solapur","Maharashtra",TRUE
"7796","solapur","wheat(husked)",2014,"November",12492,1606,2634,2367,"2014-11","Solapur","Maharashtra",TRUE
"7800","barshi-vairag","wheat(husked)",2014,"October",48,1951,1951,1951,"2014-10","Solapur","Maharashtra",TRUE
"7806","solapur","wheat(husked)",2014,"October",5466,1715,2574,2327,"2014-10","Solapur","Maharashtra",TRUE
"7809","barshi-vairag","wheat(husked)",2014,"September",70,1822,1989,1967,"2014-09","Solapur","Maharashtra",TRUE
"7815","solapur","wheat(husked)",2014,"September",6803,1553,2670,2422,"2014-09","Solapur","Maharashtra",TRUE
"7817","palghar(bevur)","wheat(husked)",2014,"December",56,1901,1971,1936,"2014-12","Thane","Maharashtra",TRUE
"7819","bhivandi","wheat(husked)",2014,"October",63,1467,2067,1900,"2014-10","Thane","Maharashtra",TRUE
"7820","vasai","wheat(husked)",2014,"October",920,1467,3400,2233,"2014-10","Thane","Maharashtra",TRUE
"7822","vasai","wheat(husked)",2014,"September",1180,1700,3400,2050,"2014-09","Thane","Maharashtra",TRUE
"7843","digras","wheat(husked)",2014,"December",340,1329,469,376,"2014-12","Yewatmal","Maharashtra",TRUE
"7849","digras","wheat(husked)",2014,"November",592,1439,1482,1195,"2014-11","Yewatmal","Maharashtra",TRUE
"7855","digras","wheat(husked)",2014,"October",596,1425,1058,458,"2014-10","Yewatmal","Maharashtra",TRUE
"7863","digras","wheat(husked)",2014,"September",488,1502,1315,572,"2014-09","Yewatmal","Maharashtra",TRUE
"7865","pandharkawada","wheat(husked)",2014,"September",9,1163,1213,1188,"2014-09","Yewatmal","Maharashtra",TRUE
"7869","ausa","wheat(unhusked)",2014,"December",1,1501,1501,1501,"2014-12","Latur","Maharashtra",TRUE
"7881","sangali","wheat(unhusked)",2014,"December",1181,3985,4578,4281,"2014-12","Sangli","Maharashtra",TRUE
"7882","sangali","wheat(unhusked)",2014,"November",466,3800,4567,4186,"2014-11","Sangli","Maharashtra",TRUE
"7887","mangalwedha","wheat(unhusked)",2014,"December",6,1625,1625,1625,"2014-12","Solapur","Maharashtra",TRUE
"1","nagpur","ambat chuka",2015,"October",100,1000,1500,1375,"2015-10","Nagpur","Maharashtra",TRUE
"8","pune-manjri","ambat chuka",2015,"June",4,900,1800,1350,"2015-06","Pune","Maharashtra",TRUE
"91","karad","apple",2015,"April",117,11125,15375,13458,"2015-04","Satara","Maharashtra",TRUE
"99","karad","apple",2015,"May",147,14615,19538,16812,"2015-05","Satara","Maharashtra",TRUE
"108","kalyan","apple",2015,"June",3,15000,20000,18000,"2015-06","Thane","Maharashtra",TRUE
"179","pathardi","bajri",2015,"December",370,1306,1630,3322,"2015-12","Ahmadnagar","Maharashtra",TRUE
"3121","amarawati","bajri",2015,"April",48,1788,2063,1909,"2015-04","Amaravathi","Maharashtra",TRUE
"318","amarawati","bajri",2015,"May",72,1802,2096,1944,"2015-05","Amaravathi","Maharashtra",TRUE
"325","paithan","bajri",2015,"April",3801,653,653,651,"2015-04","Aurangabad","Maharashtra",TRUE
"340","paithan","bajri",2015,"February",4201,1,2,1,"2015-02","Aurangabad","Maharashtra",TRUE
"453","kille dharur","bajri",2015,"November",864,1548,2187,1992,"2015-11","Beed","Maharashtra",TRUE
"474","shegaon","bajri",2015,"April",1,1900,1900,1900,"2015-04","Buldhana","Maharashtra",TRUE
"596","raver","bajri",2015,"June",50,1145,1151,2452,"2015-06","Jalgaon","Maharashtra",TRUE
"6771","partur","bajri",2015,"September",91,1865,1975,1905,"2015-09","Jalna","Maharashtra",TRUE
"678","kolhapur-laxmipuri","bajri",2015,"December",136,2050,2300,2200,"2015-12","Kolhapur","Maharashtra",TRUE
"681","kolhapur-laxmipuri","bajri",2015,"November",135,1818,1940,1880,"2015-11","Kolhapur","Maharashtra",TRUE
"863","kalamb (os)","bajri",2015,"November",190,1568,1791,2470,"2015-11","Osmanabad","Maharashtra",TRUE
"873","pathari","bajri",2015,"August",26,1384,1457,733,"2015-08","Parbhani","Maharashtra",TRUE
"878","pathari","bajri",2015,"January",10,1493,1588,0,"2015-01","Parbhani","Maharashtra",TRUE
"880","pathari","bajri",2015,"July",3,1250,1300,0,"2015-07","Parbhani","Maharashtra",TRUE
